marca,modelo,ano,km,preco_numerico,consumo_urbano_km_l,consumo_estrada_km_l,custo_manutencao_anual,confiabilidade,tipo_veiculo_classificado,segmento,codigoFipe,mesReferencia,anoReferencia
Hyundai,Tucson 2.0 16V Mec.,2022,25643,63829.0,11.0,10.2,1817,8.2,SUV,Popular,015063-0,1,2014
Hyundai,Tucson 2.7 MPFI 24V 175cv Aut.,2010,203491,48861.0,8.4,11.9,2255,7.6,SUV,Popular,015062-2,6,2014
Hyundai,Tucson 2.7 MPFI 24V 175cv Aut.,2022,27250,76911.0,9.5,11.1,1841,7.7,SUV,Popular,015062-2,1,2012
Hyundai,Tucson Ed. Especial 1.6 Turbo 16V Aut.,2017,90117,145808.0,10.3,12.5,1897,8.2,SUV,Médio,015139-4,8,2018
Hyundai,Tucson Ed. Especial 1.6 Turbo 16V Aut.,2022,30980,159600.0,9.2,12.9,4068,8.2,SUV,Premium,015139-4,6,2017
Hyundai,Tucson GL 1.6 Turbo 16V Aut.,2018,104936,99133.0,9.5,12.3,2013,8.2,SUV,Médio,015137-8,5,2020
Hyundai,Tucson GL 1.6 Turbo 16V Aut.,2019,71542,118693.0,8.3,11.6,1688,8.1,SUV,Médio,015137-8,10,2021
Hyundai,Tucson GL 1.6 Turbo 16V Aut.,2022,34580,133217.0,10.4,12.1,1640,8.2,SUV,Médio,015137-8,4,2019
Hyundai,Tucson GLS 1.6 Turbo 16V Aut.,2022,32199,146316.0,9.5,12.1,1594,8.4,SUV,Médio,015138-6,2,2018
Hyundai,Tucson Limited 1.6 Turbo 16V Aut.,2022,33916,157225.0,8.3,12.6,3800,8.0,SUV,Premium,015152-1,10,2019
Hyundai,VERACRUZ GLS 3.8 4WD Aut.,2012,162078,83249.0,12.5,15.8,2077,7.9,Hatchback,Médio,015068-1,1,2016
Hyundai,VERACRUZ GLS 3.8 4WD Aut.,2022,30597,135000.0,12.9,15.0,2395,8.0,Hatchback,Médio,015068-1,3,2013
Hyundai,Veloster 1.6 16V  140cv Aut.,2013,158207,50797.0,13.8,16.3,1862,7.6,Hatchback,Popular,015079-7,12,2017
Hyundai,Veloster 1.6 16V  140cv Aut.,2022,27477,81083.0,13.3,14.4,1882,8.1,Hatchback,Médio,015079-7,7,2013
Hyundai,i30 1.6 16V Flex 5p Aut.,2014,146595,54712.0,12.6,15.3,1971,7.8,Hatchback,Popular,015098-3,8,2018
Hyundai,i30 1.6 16V Flex 5p Aut.,2022,32563,78447.0,11.5,16.7,2234,8.0,Hatchback,Popular,015098-3,9,2013
Hyundai,i30 1.8 16V Aut. 5p,2016,114040,67255.0,12.9,16.0,1577,8.1,Hatchback,Popular,015106-8,4,2021
Hyundai,i30 1.8 16V Aut. 5p,2022,35097,83346.0,12.8,15.6,2184,7.8,Hatchback,Médio,015106-8,7,2015
Hyundai,i30 2.0 16V 145cv 5p Aut.,2012,182099,41964.0,12.9,16.6,1821,7.7,Hatchback,Popular,015071-1,11,2015
Hyundai,i30 2.0 16V 145cv 5p Aut.,2022,35084,58205.0,11.9,16.3,2073,7.7,Hatchback,Popular,015071-1,11,2012
Hyundai,i30 2.0 16V 145cv 5p Mec.,2012,192593,41652.0,13.2,15.3,2229,8.2,Hatchback,Popular,015072-0,5,2015
Hyundai,i30 2.0 16V 145cv 5p Mec.,2022,34402,51380.0,12.6,14.9,1812,8.2,Hatchback,Popular,015072-0,11,2012
Hyundai,i30 Serie Limitada 1.8 16V Aut. 5p,2015,112885,74889.0,11.5,14.4,2411,7.9,Hatchback,Popular,015122-0,3,2019
Hyundai,i30 Serie Limitada 1.8 16V Aut. 5p,2022,25591,103996.0,11.6,15.4,1765,8.1,Hatchback,Médio,015122-0,10,2015
Hyundai,i30cw 2.0 16V 145cv Aut. 5p,2012,147290,35964.0,12.8,15.9,1579,7.6,Hatchback,Popular,015077-0,10,2017
Hyundai,i30cw 2.0 16V 145cv Aut. 5p,2022,24411,60306.0,11.8,16.1,1688,8.0,Hatchback,Popular,015077-0,10,2013
Hyundai,i30cw 2.0 16V 145cv Mec. 5p,2012,215380,34447.0,13.2,15.0,1605,7.8,Hatchback,Popular,015076-2,2,2017
Hyundai,i30cw 2.0 16V 145cv Mec. 5p,2022,29357,60633.0,13.1,16.3,2418,8.2,Hatchback,Popular,015076-2,8,2011
Hyundai,ix35 2.0 16V 170cv 2WD/4WD Aut.,2013,134574,59652.0,12.4,13.6,2199,7.8,Hatchback,Popular,015074-6,5,2021
Hyundai,ix35 2.0 16V 170cv 2WD/4WD Aut.,2022,24282,89430.0,12.3,14.6,1783,8.5,Hatchback,Médio,015074-6,3,2013
Hyundai,ix35 2.0 16V 170cv 2WD/4WD Mec.,2012,193964,58682.0,13.4,15.4,2352,7.8,Hatchback,Popular,015075-4,10,2016
Hyundai,ix35 2.0 16V 170cv 2WD/4WD Mec.,2022,34219,90020.0,13.0,14.4,2078,7.8,Hatchback,Médio,015075-4,1,2012
Hyundai,ix35 2.0 16V 2WD Flex Aut.,2021,50875,126633.0,11.0,14.1,2095,7.5,Hatchback,Médio,015146-7,2,2022
Hyundai,ix35 2.0 16V 2WD Flex Aut.,2022,25471,101196.0,13.1,16.9,2196,8.2,Hatchback,Médio,015146-7,6,2018
Hyundai,ix35 2.0 16V 2WD Flex Mec.,2014,171425,57391.0,13.3,14.4,2120,7.7,Hatchback,Popular,015085-1,12,2019
Hyundai,ix35 2.0 16V 2WD Flex Mec.,2022,26468,89950.0,12.8,16.7,2205,8.3,Hatchback,Médio,015085-1,6,2014
Hyundai,ix35 2.0 Launching Edition 16V Flex Aut.,2016,104555,75356.0,11.2,16.5,1592,7.7,Hatchback,Popular,015123-8,3,2020
Hyundai,ix35 2.0 Launching Edition 16V Flex Aut.,2022,29656,113850.0,13.2,15.3,2004,7.9,Hatchback,Médio,015123-8,1,2016
Hyundai,ix35 GL 2.0 16V 2WD Flex Aut.,2022,33084,152695.0,13.7,13.9,3443,8.2,Hatchback,Premium,015145-9,2,2022
Hyundai,ix35 GLS 2.0 16V 2WD Flex Aut.,2019,65229,92476.0,12.1,14.3,2476,8.3,Hatchback,Médio,015086-0,7,2020
Hyundai,ix35 GLS 2.0 16V 2WD Flex Aut.,2021,45143,133081.0,12.1,13.8,2341,8.3,Hatchback,Médio,015086-0,2,2022
Hyundai,ix35 GLS 2.0 16V 2WD Flex Aut.,2022,29347,109000.0,12.0,16.0,1666,8.2,Hatchback,Médio,015086-0,12,2015
Isuzu,Amigo 2.3 4x2/4x4,1994,435099,13911.0,12.4,15.3,1888,6.5,Hatchback,Popular,046001-0,4,2002
Isuzu,Hombre 2 WD XS 2.2,1997,351824,15853.0,11.7,16.9,1717,7.5,Hatchback,Popular,046002-8,5,2002
Isuzu,Hombre 2 WD XS 2.2,1998,445300,14282.0,13.9,15.5,2031,7.6,Hatchback,Popular,046002-8,4,2010
Isuzu,Rodeo 3.2 V6,1994,423076,21630.0,13.3,14.0,2210,6.1,Hatchback,Popular,046003-6,4,2002
Isuzu,Rodeo 3.2 V6,1995,469647,11702.0,12.8,16.6,1742,7.9,Hatchback,Popular,046003-6,2,2021
JAC,E-J7 193cv 5p Aut. (Elético),2022,24386,280916.0,12.2,15.4,3427,7.4,Hatchback,Premium,080035-0,6,2022
JAC,J2 1.4 16V 5p Mec.,2014,158907,19967.0,11.5,15.3,2274,6.2,Hatchback,Popular,080007-4,8,2020
JAC,J2 1.4 16V 5p Mec.,2022,31001,32340.0,11.2,14.3,2467,6.5,Hatchback,Popular,080007-4,7,2013
JAC,J2 1.4 JET Flex 16V 5p Mec,2016,131635,26478.0,11.2,14.4,2212,7.5,Hatchback,Popular,080012-0,7,2020
JAC,J2 1.4 JET Flex 16V 5p Mec,2022,29981,40913.0,13.3,15.9,1735,7.5,Hatchback,Popular,080012-0,7,2017
JAC,J3 1.4 16V 5p Mec.,2015,139089,27777.0,11.8,15.6,1760,6.8,Hatchback,Popular,080001-5,4,2019
JAC,J3 1.4 16V 5p Mec.,2022,27532,41202.0,11.7,15.2,2264,7.5,Hatchback,Popular,080001-5,10,2015
JAC,J3 Brasil 1.4 16V 5p Mec.,2012,176303,22810.0,13.4,15.7,2201,7.8,Hatchback,Popular,080004-0,1,2017
JAC,J3 Brasil 1.4 16V 5p Mec.,2022,26684,37900.0,12.5,15.7,1650,7.9,Hatchback,Popular,080004-0,3,2012
JAC,J3 S 1.5 JET Flex 16V VVT 5p,2015,151491,29632.0,11.7,15.0,2375,7.9,Hatchback,Popular,080008-2,8,2022
JAC,J3 S 1.5 JET Flex 16V VVT 5p,2022,34364,41510.0,11.5,14.1,2172,7.8,Hatchback,Popular,080008-2,2,2015
JAC,J3 S turin 1.5 JET Flex 16V 4p Mec.,2015,151512,27749.0,13.6,14.9,2410,7.4,Hatchback,Popular,080011-2,6,2020
JAC,J3 S turin 1.5 JET Flex 16V 4p Mec.,2022,30460,45480.0,11.8,14.3,1536,6.8,Hatchback,Popular,080011-2,8,2015
JAC,J3 turin Sedan 1.4 16V 4p Mec.,2015,140065,26840.0,11.5,13.7,2041,6.1,Hatchback,Popular,080002-3,6,2020
JAC,J3 turin Sedan 1.4 16V 4p Mec.,2022,27347,40210.0,13.9,14.7,2040,6.2,Hatchback,Popular,080002-3,12,2011
JAC,J3 turin Sedan Brasil 1.4 16V 4p Mec.,2012,185922,20194.0,12.3,14.3,2462,7.1,Hatchback,Popular,080005-8,4,2017
JAC,J3 turin Sedan Brasil 1.4 16V 4p Mec.,2022,32037,40985.0,12.1,13.8,1792,7.6,Hatchback,Popular,080005-8,2,2012
JAC,J5 Sedan 1.5 16V 4p Mec.,2016,132339,35460.0,13.3,14.4,2270,7.2,Hatchback,Popular,080006-6,9,2019
JAC,J5 Sedan 1.5 16V 4p Mec.,2022,28024,56867.0,13.2,15.2,2300,6.8,Hatchback,Popular,080006-6,5,2015
JAC,J6 2.0 16V 5p Mec.,2014,167055,48785.0,13.2,15.5,1697,6.8,Hatchback,Popular,080003-1,3,2016
JAC,J6 2.0 16V 5p Mec.,2022,26056,53727.0,13.5,16.4,1776,7.1,Hatchback,Popular,080003-1,4,2013
JAC,J6 2.0 JET Flex 5p Mec.,2016,122509,43424.0,12.5,15.4,1555,6.4,Hatchback,Popular,080014-7,3,2019
JAC,J6 2.0 JET Flex 5p Mec.,2022,30395,72490.0,11.1,14.3,1686,6.7,Hatchback,Popular,080014-7,3,2016
JAC,T40 1.5 JET Flex 16V 5p Mec.,2020,68504,72036.0,13.3,16.2,1667,6.8,Hatchback,Popular,080017-1,7,2022
JAC,T40 1.5 JET Flex 16V 5p Mec.,2022,31069,69242.0,12.2,16.6,2160,7.2,Hatchback,Popular,080017-1,6,2019
JAC,T40 1.6 16V 5p Aut.,2020,54175,77730.0,12.0,15.3,1913,6.1,Hatchback,Popular,080019-8,8,2022
JAC,T40 1.6 16V 5p Aut.,2022,32966,98401.0,13.3,13.6,2238,6.6,Hatchback,Médio,080019-8,3,2022
JAC,T40 PLUS 1.5 JET Flex 16V 5p Mec.,2022,30326,98990.0,13.7,16.0,1724,7.8,Hatchback,Médio,080026-0,1,2022
JAC,T40 PLUS 1.6 16V 5p Aut.,2022,34984,97066.0,12.8,14.3,2191,7.4,Hatchback,Médio,080027-9,4,2021
JAC,T5 1.5 JET Flex 16V 5p Aut.,2019,89068,62188.0,11.9,14.6,2344,6.3,Hatchback,Popular,080016-3,3,2020
JAC,T5 1.5 JET Flex 16V 5p Aut.,2022,24730,73690.0,12.7,16.6,2210,7.8,Hatchback,Popular,080016-3,8,2017
JAC,T5 1.5 JET Flex 16V 5p Mec.,2018,85100,52905.0,13.6,16.7,2128,7.2,Hatchback,Popular,080015-5,9,2020
JAC,T5 1.5 JET Flex 16V 5p Mec.,2022,32771,72060.0,13.6,16.2,1682,7.5,Hatchback,Popular,080015-5,9,2018
JAC,T50 1.6 16V 5p Aut.,2021,41517,97644.0,14.0,16.8,2002,7.2,Hatchback,Médio,080020-1,8,2022
JAC,T50 1.6 16V 5p Aut.,2022,25789,103888.0,11.6,14.6,2151,6.8,Hatchback,Médio,080020-1,5,2021
JAC,T50 PLUS 1.6 16V 5p Aut.,2022,29065,111569.0,11.7,16.4,1683,7.4,Hatchback,Médio,080028-7,8,2021
JAC,T6 2.0 JET Flex 5p Mec.,2016,111101,47647.0,11.8,16.5,1701,7.1,Hatchback,Popular,080013-9,1,2021
JAC,T6 2.0 JET Flex 5p Mec.,2022,34448,69213.0,11.1,16.1,1588,6.7,Hatchback,Popular,080013-9,1,2015
JAC,T60 1.5 Turbo 16V Aut.,2021,53647,117576.0,12.3,14.7,1916,7.5,Hatchback,Médio,080024-4,5,2022
JAC,T60 1.5 Turbo 16V Aut.,2022,25988,125490.0,12.5,16.9,1746,7.5,Hatchback,Médio,080024-4,3,2021
JAC,T60 PLUS 1.5 TURBO 16V 5p Aut.,2022,30404,122986.0,13.4,15.3,1743,6.3,Hatchback,Médio,080029-5,7,2021
JAC,T8 2.0 16V 5p Mec.,2018,103896,81814.0,12.0,14.4,2015,7.8,Hatchback,Médio,080010-4,5,2022
JAC,T8 2.0 16V 5p Mec.,2022,30420,95990.0,13.8,16.3,2222,6.7,Hatchback,Médio,080010-4,7,2017
JAC,T80 2.0 Turbo 16V 5p Aut.,2022,26153,163212.0,13.8,13.7,4627,7.2,Hatchback,Premium,080021-0,3,2022
JAC,e-JS1 62cv 5p Aut. (Elétrico),2022,32928,169728.0,11.0,14.6,4422,6.4,Hatchback,Premium,080031-7,5,2022
JAC,e-JS1 Extreme 62cv 5p Aut. (Elétrico),2022,29757,184728.0,11.3,14.9,3355,6.4,Hatchback,Premium,080034-1,4,2022
JAC,e-JS4 150CV 5p Aut. (Elétrico),2022,28260,266900.0,12.3,13.8,3053,7.8,Hatchback,Premium,080030-9,3,2022
JAC,iEV  750V 163cv 4p Aut. (Elétrico),2022,24082,392770.0,11.1,13.8,4391,6.3,Hatchback,Premium,080032-5,11,2021
JAC,iEV 20 68cv 5p Aut. (Elétrico),2022,27107,169019.0,12.0,14.4,4531,6.9,Hatchback,Premium,080025-2,5,2022
JAC,iEV 330P CD 150cv Aut. (Elétrico),2022,25882,256942.0,13.8,16.2,3668,7.6,Hatchback,Premium,080023-6,5,2020
JAC,iEV 350T 150cv Aut. (Elétrico),2022,26720,311362.0,13.8,15.5,4772,7.2,Hatchback,Premium,080033-3,2,2022
JAC,iEV 40 115cv 5p. (Elétrico),2022,33241,196076.0,11.8,14.3,4043,6.6,Hatchback,Premium,080022-8,8,2022
JINBEI,TOPIC ESCOLAR L 2.2 8V/ 2.0 16V 4p,2015,149433,43640.0,11.4,15.3,2269,7.8,Hatchback,Popular,070004-5,1,2022
JINBEI,TOPIC ESCOLAR L 2.2 8V/ 2.0 16V 4p,2022,24683,62433.0,12.3,15.1,2215,8.0,Hatchback,Popular,070004-5,12,2009
JINBEI,TOPIC ESCOLAR SL 2.2 8V/ 2.0 16V 4p,2015,143250,60817.0,12.5,15.4,1783,6.6,Hatchback,Popular,070005-3,1,2018
JINBEI,TOPIC ESCOLAR SL 2.2 8V/ 2.0 16V 4p,2022,29853,58500.0,12.5,16.4,2300,6.3,Hatchback,Popular,070005-3,12,2013
JINBEI,TOPIC FURGAO L 2.2 8V/ 2.0 16V 4p,2012,151221,31754.0,11.4,16.2,1872,6.2,Hatchback,Popular,070001-0,5,2019
JINBEI,TOPIC FURGAO L 2.2 8V/ 2.0 16V 4p,2022,33493,43392.0,13.7,14.5,1821,7.4,Hatchback,Popular,070001-0,10,2013
JINBEI,TOPIC VAN L 2.2 8V/ 2.0 16V 4p,2015,127457,40912.0,13.1,16.2,1963,6.9,Hatchback,Popular,070002-9,12,2017
JINBEI,TOPIC VAN L 2.2 8V/ 2.0 16V 4p,2022,33803,55650.0,13.9,15.7,1817,7.4,Hatchback,Popular,070002-9,4,2012
JINBEI,TOPIC VAN Lon./GRAN TOPIC SL,2015,157364,43261.0,11.9,15.7,1502,6.6,Hatchback,Popular,070007-0,3,2020
JINBEI,TOPIC VAN Lon./GRAN TOPIC SL,2022,35300,58850.0,12.6,16.1,2344,6.2,Hatchback,Popular,070007-0,11,2014
JINBEI,TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,2015,110360,42843.0,12.9,16.1,2209,6.8,Hatchback,Popular,070003-7,1,2022
JINBEI,TOPIC VAN SL 2.2 8V/ 2.0 16V 4p,2022,30738,57740.0,11.1,16.2,2310,7.3,Hatchback,Popular,070003-7,4,2016
JINBEI,TOPIC VAN STD 2.0 16V 4p,2015,146255,41338.0,13.5,16.1,1524,7.4,Hatchback,Popular,070006-1,6,2017
JINBEI,TOPIC VAN STD 2.0 16V 4p,2022,26812,50445.0,14.0,16.5,1835,6.4,Hatchback,Popular,070006-1,4,2016
JINBEI,VKN VAN 2.0 16V 4p,2016,130350,49937.0,11.6,16.6,1919,7.1,Hatchback,Popular,070008-8,5,2022
JINBEI,VKN VAN 2.0 16V 4p,2022,31372,73990.0,13.7,14.5,1832,7.7,Hatchback,Popular,070008-8,1,2017
Jaguar,Daimler LWB 4.0,2000,331893,90968.0,12.4,14.5,1974,7.6,Hatchback,Médio,016006-7,3,2017
Jaguar,Daimler LWB 4.0,2022,26779,353578.0,11.9,13.9,3619,6.7,Hatchback,Premium,016006-7,10,2001
Jaguar,E-Pace 2.0 AWD 249cv Aut/Flex,2020,60005,203894.0,13.7,15.6,3438,6.2,Hatchback,Premium,016057-1,5,2021
Jaguar,E-Pace 2.0 AWD 249cv Aut/Flex,2022,34919,219900.0,12.2,15.9,4747,6.6,Hatchback,Premium,016057-1,12,2018
Jaguar,E-Pace FIRST EDITION 2.0 AWD 249cv Aut.,2018,72212,263232.0,13.5,14.5,3609,7.7,Hatchback,Premium,016060-1,5,2021
Jaguar,E-Pace FIRST EDITION 2.0 AWD 249cv Aut.,2022,28652,286450.0,13.8,14.6,3896,7.6,Hatchback,Premium,016060-1,10,2018
Jaguar,E-Pace R-Dyn. SE 2.0 AWD 250cv Aut/Flex.,2018,81465,219434.0,13.5,13.5,4997,6.8,Hatchback,Premium,016068-7,12,2019
Jaguar,E-Pace R-Dyn. SE 2.0 AWD 250cv Aut/Flex.,2019,86533,230192.0,13.1,15.4,3804,7.3,Hatchback,Premium,016068-7,8,2020
Jaguar,E-Pace R-Dyn. SE 2.0 AWD 250cv Aut/Flex.,2022,25755,251500.0,13.2,16.3,4553,7.8,Hatchback,Premium,016068-7,2,2019
Jaguar,E-Pace R-Dynamic HSE 2.0 AWD 300cv Aut.,2018,85334,227936.0,13.7,16.0,3723,6.3,Hatchback,Premium,016062-8,8,2020
Jaguar,E-Pace R-Dynamic HSE 2.0 AWD 300cv Aut.,2022,29944,283230.0,13.5,16.7,4879,6.6,Hatchback,Premium,016062-8,2,2019
Jaguar,E-Pace R-Dynamic S 2.0 AWD 249cv/ Flex,2022,26213,391258.0,13.9,14.6,4297,7.5,Hatchback,Premium,016058-0,4,2022
Jaguar,E-Pace R-Dynamic SE 2.0 AWD 300cv Aut.,2020,68303,339181.0,12.6,16.9,4580,6.1,Hatchback,Premium,016059-8,4,2022
Jaguar,E-Pace R-Dynamic SE 2.0 AWD 300cv Aut.,2022,31894,274900.0,13.1,14.0,3746,7.9,Hatchback,Premium,016059-8,12,2018
Jaguar,E-Pace S 2.0 AWD 249cv Flex Aut.,2020,63479,299640.0,11.7,14.9,3471,7.9,Hatchback,Premium,016071-7,7,2022
Jaguar,E-Pace S 2.0 AWD 249cv Flex Aut.,2022,29737,262350.0,13.8,13.5,4643,7.8,Hatchback,Premium,016071-7,8,2020
Jaguar,F-PACE SVR Supercharged 5.0 V8,2022,24160,606950.0,12.6,14.8,4216,7.3,Hatchback,Premium,016073-3,7,2021
Jaguar,F-Pace 2.0 Prestige 250cv Aut.,2020,71106,389990.0,11.6,14.9,4838,6.4,Hatchback,Premium,016055-5,3,2022
Jaguar,F-Pace 2.0 Prestige 250cv Aut.,2022,30210,368500.0,12.7,13.9,3678,6.5,Hatchback,Premium,016055-5,11,2020
Jaguar,F-Pace 2.0 R-Sport 250cv Aut.,2020,59978,404225.0,13.3,13.9,3339,7.0,Hatchback,Premium,016056-3,4,2022
Jaguar,F-Pace 2.0 R-Sport 250cv Aut.,2022,33439,356000.0,13.1,14.6,4283,6.8,Hatchback,Premium,016056-3,9,2018
Jaguar,F-Pace 3.0 AWD R-Dynamic S 340cv Aut.,2022,35020,514425.0,11.5,14.5,4638,7.6,Hatchback,Premium,016074-1,8,2022
Jaguar,F-Pace 3.0 FIRST EDITION 380cv Aut.,2017,112094,318952.0,11.6,14.2,3136,7.9,Hatchback,Premium,016053-9,1,2021
Jaguar,F-Pace 3.0 FIRST EDITION 380cv Aut.,2022,31073,416850.0,12.7,14.7,4923,6.3,Hatchback,Premium,016053-9,12,2016
Jaguar,F-Pace 3.0 R-Dynamic SE AWD 340cv Aut.,2022,26949,545900.0,11.1,14.7,3076,6.9,Hatchback,Premium,016075-0,3,2022
Jaguar,F-Pace 3.0 R-Sport 340cv Aut.,2017,102291,251646.0,11.6,13.5,4872,7.6,Hatchback,Premium,016051-2,2,2021
Jaguar,F-Pace 3.0 R-Sport 340cv Aut.,2022,24942,359966.0,13.7,15.4,3207,7.9,Hatchback,Premium,016051-2,4,2017
Jaguar,F-Pace 3.0 S 380cv Aut.,2020,54894,479658.0,12.6,14.6,4856,8.0,Hatchback,Premium,016050-4,7,2022
Jaguar,F-Pace 3.0 S 380cv Aut.,2022,24096,405766.0,13.0,14.8,3058,7.9,Hatchback,Premium,016050-4,7,2017
Jaguar,F-Pace 3.0 S AWD 340 cv Aut.,2022,24153,494425.0,11.4,14.1,3193,6.3,Hatchback,Premium,016077-6,6,2022
Jaguar,F-Type 2.0 R-Dyn.Black Cabriolet Ed.Esp.,2022,32537,590397.0,12.8,15.8,4343,7.6,Hatchback,Premium,016078-4,4,2022
Jaguar,F-Type 2.0 R-Dynamic Cabriolet 300cv Aut,2022,25337,394500.0,12.3,15.5,3333,6.7,Hatchback,Premium,016067-9,1,2020
Jaguar,F-Type 2.0 R-Dynamic Coupe 300cv Aut.,2022,31088,363048.0,11.8,13.7,3632,7.6,Hatchback,Premium,016064-4,10,2019
Jaguar,F-Type 3.0 R-Dynamic Cabrio. 380cv Aut.,2019,71089,433478.0,12.7,15.4,4425,7.6,Hatchback,Premium,016065-2,7,2020
Jaguar,F-Type 3.0 R-Dynamic Cabrio. 380cv Aut.,2020,59383,459619.0,12.9,15.9,3565,6.5,Hatchback,Premium,016065-2,9,2020
Jaguar,F-Type 3.0 R-Dynamic Cabrio. 380cv Aut.,2021,43319,634774.0,14.0,14.7,4844,7.1,Hatchback,Premium,016065-2,5,2022
Jaguar,F-Type 3.0 R-Dynamic Cabrio. 380cv Aut.,2022,35789,485000.0,12.0,16.3,3685,7.6,Hatchback,Premium,016065-2,11,2018
Jaguar,F-Type 3.0 R-Dynamic Coupe 380cv Aut.,2019,85297,421787.0,13.6,14.3,4507,7.7,Hatchback,Premium,016066-0,6,2020
Jaguar,F-Type 3.0 R-Dynamic Coupe 380cv Aut.,2020,49555,429374.0,12.5,14.8,4270,7.2,Hatchback,Premium,016066-0,11,2020
Jaguar,F-Type 3.0 R-Dynamic Coupe 380cv Aut.,2021,46406,603578.0,13.9,15.9,3075,6.9,Hatchback,Premium,016066-0,6,2022
Jaguar,F-Type 3.0 R-Dynamic Coupe 380cv Aut.,2022,24844,494433.0,11.3,15.6,4711,6.6,Hatchback,Premium,016066-0,5,2019
Jaguar,F-Type R AWD Supercharged Coupe 5.0 V8,2017,97822,547689.0,11.4,15.9,3683,7.1,Hatchback,Premium,016046-6,7,2019
Jaguar,F-Type R AWD Supercharged Coupe 5.0 V8,2022,34349,765704.0,13.0,15.5,4357,6.2,Hatchback,Premium,016046-6,4,2018
Jaguar,F-Type R Supercharged Coupe 5.0 V8,2015,146615,373808.0,13.0,15.7,4805,7.5,Hatchback,Premium,016040-7,10,2020
Jaguar,F-Type R Supercharged Coupe 5.0 V8,2022,24386,644851.0,12.1,16.2,3434,7.1,Hatchback,Premium,016040-7,2,2017
Jaguar,F-Type S Supercharged Conversivel 3.0 V6,2017,108584,411339.0,12.4,16.3,4620,6.9,Hatchback,Premium,016032-6,10,2018
Jaguar,F-Type S Supercharged Conversivel 3.0 V6,2022,35979,535000.0,13.4,15.4,3749,7.6,Hatchback,Premium,016032-6,6,2018
Jaguar,F-Type S Supercharged Conversivel 5.0 V8,2015,110490,456136.0,11.3,16.3,3609,7.7,Hatchback,Premium,016033-4,3,2020
Jaguar,F-Type S Supercharged Conversivel 5.0 V8,2022,35817,559957.0,12.0,17.0,3007,6.8,Hatchback,Premium,016033-4,1,2014
Jaguar,F-Type S Supercharged Coupe 3.0 V6,2017,109495,406879.0,11.4,16.2,4422,6.4,Hatchback,Premium,016038-5,10,2018
Jaguar,F-Type S Supercharged Coupe 3.0 V6,2022,24617,523000.0,12.2,15.8,3896,6.3,Hatchback,Premium,016038-5,1,2017
Jaguar,F-Type SVR AWD Supercharged Coupe 5.0 V8,2017,90651,730123.0,12.8,14.4,3376,7.1,Hatchback,Premium,016061-0,2,2019
Jaguar,F-Type SVR AWD Supercharged Coupe 5.0 V8,2020,48509,709325.0,11.0,15.1,3196,7.4,Hatchback,Premium,016061-0,2,2022
Jaguar,F-Type SVR AWD Supercharged Coupe 5.0 V8,2022,27406,882705.0,12.7,14.6,3669,6.7,Hatchback,Premium,016061-0,7,2018
Jaguar,F-Type Supercharged Conversivel 3.0 V6,2015,119823,308223.0,12.9,16.4,3243,6.2,Hatchback,Premium,016031-8,6,2020
Jaguar,F-Type Supercharged Conversivel 3.0 V6,2022,27613,428928.0,12.6,13.5,3141,7.3,Hatchback,Premium,016031-8,11,2016
Jaguar,F-Type Supercharged Coupe 3.0 V6,2017,94270,317835.0,11.8,14.3,4151,7.4,Hatchback,Premium,016039-3,9,2021
Jaguar,F-Type Supercharged Coupe 3.0 V6,2022,24019,452943.0,13.4,16.2,3546,8.0,Hatchback,Premium,016039-3,4,2018
Jaguar,I-Pace BLACK EV 400 AWD Aut.(Elétrico),2022,35917,624449.0,12.0,14.0,3448,6.1,Hatchback,Premium,016076-8,2,2022
Jaguar,I-Pace SE EV400 AWD Aut. (Elétrico),2022,35323,479670.0,13.3,14.5,3405,6.0,Hatchback,Premium,016069-5,10,2020
Jaguar,S-Type 3.0/ 3.0 SE V6,2008,283866,119652.0,11.2,14.9,2368,6.7,Hatchback,Médio,016009-1,6,2014
Jaguar,S-Type 3.0/ 3.0 SE V6,2022,24299,191673.0,11.7,16.3,4051,7.0,Hatchback,Premium,016009-1,8,2002
Jaguar,S-Type 4.2/4.2 SE/4.0 V8 32V,2008,275944,127835.0,12.4,16.6,1633,7.8,Hatchback,Médio,016015-6,5,2017
Jaguar,S-Type 4.2/4.2 SE/4.0 V8 32V,2022,29204,348459.0,13.6,15.6,3733,7.3,Hatchback,Premium,016015-6,5,2004
Jaguar,S-Type R 4.2 V8 32V 400cv,2007,288929,186051.0,12.8,16.0,3918,6.8,Hatchback,Premium,016019-9,6,2012
Jaguar,S-Type R 4.2 V8 32V 400cv,2008,278045,140250.0,13.5,16.7,1851,6.3,Hatchback,Médio,016019-9,1,2020
Jaguar,S-Type R 4.2 V8 32V 400cv,2022,33204,346715.0,13.0,15.6,3512,6.8,Hatchback,Premium,016019-9,8,2007
Jaguar,X-Type ESTATE 3.0 24V 230cv,2009,251770,72654.0,11.8,14.6,2111,7.4,Hatchback,Popular,016020-2,10,2020
Jaguar,X-Type ESTATE 3.0 24V 230cv,2022,32274,223998.0,11.2,16.6,4357,6.7,Hatchback,Premium,016020-2,6,2008
Jaguar,X-Type SE 2.5 V6 194cv,2003,299997,146550.0,11.3,16.3,2119,6.6,Hatchback,Médio,016013-0,11,2006
